	ref|NC_000913	ref|NC_002655	ref|NC_010658	ref|NC_011740	ref|NC_011751	ref|NC_013353	ref|NC_013716	ref|NC_013850	ref|NC_016822	ref|NC_016856	ref|NC_017328	ref|NC_017340	ref|NC_017634	ref|NC_017646	ref|NC_017728	ref|NC_017910	ref|NC_018106	ref|NC_018522	ref|NC_022912
1436893433000	1	1	1	1	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
1436893434000	1	1	1	0	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
1436893435000	1	1	1	0	1	1	0	0	1	0	0	0	1	1	0	0	0	0	1
1436893436000	1	1	0	1	1	1	0	0	0	0	1	0	1	1	0	0	0	0	0
1436893437000	1	1	1	1	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
1436893438000	1	1	1	1	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
1436893439000	1	1	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0
1436893440000	1	1	1	1	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
1436893441000	1	1	1	0	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
1436893442000	1	1	1	0	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
1436893443000	1	1	0	0	1	1	0	0	0	0	1	0	1	1	0	0	0	0	0
1436893444000	1	1	1	1	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
1436893445000	1	1	1	0	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
1436893446000	1	1	1	0	1	1	0	0	1	1	1	0	0	0	0	0	0	0	1
1436893447000	1	1	1	1	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
1436893448000	1	1	1	0	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
1436893449000	1	1	1	1	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
1436893450000	1	1	1	0	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
1436893451000	1	1	1	1	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
1436893452000	1	1	1	0	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
1436893453000	1	1	1	0	1	1	0	0	1	0	1	0	1	1	0	0	0	0	0
1436893454000	1	1	0	0	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
1436893455000	1	1	1	1	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
1436893456000	1	1	1	1	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
1436893457000	1	1	1	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0
1436893458000	1	1	1	1	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
1436893459000	1	1	1	1	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
1436893460000	1	1	1	0	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
1436893461000	1	1	1	0	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
1436893462000	1	0	1	1	1	1	0	0	1	0	0	0	1	1	0	0	0	0	0
1436893463000	1	1	1	1	1	1	0	0	1	0	1	0	1	1	0	0	0	0	0
1436893464000	1	1	1	0	1	1	0	0	0	0	1	0	1	0	0	0	0	0	1
1436893465000	1	1	1	0	1	1	0	0	0	0	0	0	1	1	0	0	0	0	1
1436893466000	1	1	1	0	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
1436893467000	1	1	1	1	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
1436893468000	1	1	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1
1436893469000	1	1	1	1	1	1	0	0	1	0	1	0	1	1	0	0	0	0	0
1436893470000	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
1436893471000	1	1	1	1	1	1	0	0	1	0	0	0	1	1	0	0	0	0	0
1436893472000	1	1	1	0	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
1436893473000	1	1	1	0	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
1436893474000	1	1	1	0	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
1436893475000	1	1	1	1	1	1	1	1	1	1	1	0	1	1	0	1	1	1	1
1436893476000	1	1	1	0	0	1	0	0	1	0	0	0	1	1	0	0	0	0	1
1436893477000	1	1	1	1	1	1	0	0	1	0	0	0	1	1	0	0	0	0	1
1436893478000	1	1	1	0	0	1	0	0	1	0	1	0	1	1	0	0	0	0	1
1436893479000	1	1	1	0	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
1436893480000	1	1	1	1	1	1	1	0	1	1	1	0	1	1	0	0	1	0	1
1436893481000	1	1	1	0	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
1436893482000	1	1	0	1	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
1436893483000	1	1	1	1	1	1	0	0	0	0	1	0	1	1	0	0	0	0	1
1436893484000	1	1	0	1	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
1436893485000	1	1	1	1	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
1436893486000	1	1	1	0	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
1436893487000	1	1	1	1	1	1	1	1	1	1	1	0	1	1	0	0	1	1	1
1436893488000	1	1	1	0	1	1	0	0	0	0	1	0	1	1	0	0	0	0	1
1436893489000	1	1	0	0	1	1	0	0	1	0	1	0	1	1	0	0	0	0	0
1436893490000	1	1	1	0	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
1436893491000	0	1	1	0	1	1	0	0	0	0	1	0	1	1	0	0	0	0	1
1436893492000	1	1	1	0	1	1	0	0	1	0	1	0	1	1	0	0	0	0	0
1436893493000	1	1	1	0	1	1	0	0	1	0	1	0	1	1	0	0	0	0	0
1436893494000	1	1	1	1	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
1436893495000	1	1	1	0	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
1436893496000	1	1	0	0	1	1	0	0	1	0	0	0	1	1	0	0	0	0	0
1436893497000	1	1	0	0	1	1	0	0	1	0	0	0	1	1	0	0	0	0	0
1436893498000	1	1	1	1	1	1	1	1	1	1	1	0	1	1	0	1	1	1	1
1436893499000	1	1	1	1	0	1	0	0	1	0	1	0	1	1	0	0	0	0	1
1436893500000	0	1	0	0	1	1	0	0	0	0	0	0	1	1	0	0	0	0	1
1436893501000	1	1	0	0	1	1	0	0	1	0	1	0	1	1	0	0	0	0	0
1436893502000	1	1	1	1	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
1436893503000	1	1	1	1	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
1436893504000	1	1	1	0	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
1436893505000	1	1	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	1
1436893506000	1	1	0	0	1	1	0	0	1	0	1	0	1	1	0	0	0	0	0
1436893507000	1	1	1	1	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
1436893508000	1	1	1	0	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
1436893509000	1	1	1	0	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
1436893510000	1	1	1	1	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
1436893511000	1	1	1	0	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
1436893512000	1	1	1	0	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
1436893513000	1	1	1	1	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
1436893514000	1	1	1	1	1	1	0	0	1	0	1	0	1	0	0	0	0	0	1
1436893515000	1	1	1	0	1	1	0	0	1	0	1	0	1	1	0	0	0	0	0
1436893516000	1	1	1	0	1	1	0	0	1	0	1	0	0	0	0	0	0	0	0
1436893517000	1	1	1	1	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
1436893518000	1	1	1	0	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
1436893519000	1	1	1	1	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
1436893520000	1	1	1	1	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
1436893521000	1	1	1	1	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
1436893522000	1	1	1	1	1	1	0	0	1	0	1	0	1	1	0	0	0	0	0
1436893523000	1	1	1	1	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
1436893524000	1	1	1	1	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
1436893525000	1	1	1	1	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
1436893526000	1	1	1	0	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
1436893527000	1	1	1	0	1	1	0	0	1	0	0	0	1	1	0	0	0	0	1
1436893528000	1	1	1	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0
1436893529000	1	1	1	0	1	1	0	0	0	0	0	0	1	1	0	0	0	0	0
1436893530000	1	1	1	0	1	1	0	0	1	0	1	0	0	1	0	0	0	0	1
1436893531000	1	1	1	1	1	1	0	0	1	0	1	0	1	1	0	0	0	0	0
1436893532000	1	1	0	0	1	1	0	0	1	0	1	0	1	1	0	0	0	0	0
1436893533000	1	1	1	0	1	1	0	0	0	0	1	0	1	1	0	0	0	0	1
1436893534000	1	1	1	1	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
1436893535000	1	1	1	1	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
1436893536000	1	1	0	0	1	1	0	0	1	0	1	0	0	1	0	0	0	0	0
1436893537000	1	1	1	0	1	1	0	0	1	0	0	0	0	1	0	0	0	0	0
1436893538000	1	1	1	0	1	1	0	0	1	0	1	0	0	1	0	0	0	0	1
1436893539000	1	1	1	1	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
1436893540000	1	1	1	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	1
1436893541000	1	1	1	1	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
1436893542000	1	1	1	0	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
1436893543000	1	1	1	1	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
1436893544000	1	1	0	0	1	1	0	0	1	0	0	0	0	1	0	0	0	0	0
1436893545000	1	1	1	1	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
1436893546000	1	1	1	0	0	1	0	0	1	0	1	0	1	1	0	0	0	0	1
1436893547000	1	1	0	0	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
1436893548000	1	1	1	1	1	1	0	0	1	0	0	0	1	1	0	0	0	0	1
1436893549000	1	1	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0
1436893550000	1	1	1	0	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
1436893551000	1	1	0	0	1	1	0	0	1	0	1	0	0	1	0	0	0	0	0
1436893552000	1	1	1	0	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
1436893553000	1	1	1	1	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
1436893554000	1	1	1	0	1	1	0	0	1	0	1	0	1	1	0	0	0	0	0
1436893555000	1	1	1	1	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
1436893556000	1	1	1	0	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
1436893557000	1	1	1	1	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
1436893558000	1	1	1	0	1	1	0	0	1	0	1	0	0	1	0	0	0	0	1
1436893559000	1	1	1	0	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
1436893560000	1	1	1	0	1	1	0	0	1	0	1	0	1	1	0	0	0	0	0
1436893561000	1	1	1	1	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
1436893562000	1	1	1	1	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
1436893563000	1	1	1	0	1	1	0	0	1	0	1	0	1	1	0	0	0	0	0
1436893564000	1	1	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	1
1436893565000	1	1	1	0	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
1436893566000	1	1	0	1	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
1436893567000	1	1	1	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	1
1436893568000	1	1	1	1	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
1436893569000	0	1	1	0	1	1	0	0	1	0	1	0	1	1	0	0	0	0	0
1436893570000	1	1	1	0	1	1	0	0	1	0	1	0	1	1	0	0	0	0	0
1436893571000	1	1	0	0	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
1436893572000	1	1	1	0	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
1436893573000	1	1	1	1	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
1436893574000	1	1	1	0	1	1	0	0	1	0	1	0	1	1	0	0	0	0	0
1436893575000	1	1	1	1	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
1436893576000	1	1	1	0	1	1	0	0	1	0	1	0	1	1	0	0	0	0	0
1436893577000	1	1	1	1	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
1436893578000	1	1	1	0	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
1436893579000	1	1	1	0	1	1	0	0	1	0	1	0	1	0	0	0	0	0	1
1436893580000	1	1	1	1	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
1436893581000	1	1	1	1	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
1436893582000	1	1	1	1	1	1	0	0	1	0	1	0	1	0	0	0	0	0	0
1436893583000	1	1	1	0	1	1	0	0	1	0	1	0	1	1	0	0	0	0	0
1436893584000	1	1	1	1	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
1436893585000	1	1	1	1	1	1	0	0	1	0	0	0	1	1	0	0	0	0	1
1436893586000	1	1	1	0	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
1436893587000	1	1	1	0	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
1436893588000	1	1	1	0	1	1	0	0	1	0	1	0	1	1	0	0	0	0	0
1436893589000	1	1	1	1	1	1	0	0	1	0	1	0	1	1	0	0	0	0	0
1436893590000	1	1	0	0	1	1	0	0	1	0	1	0	1	1	0	0	0	0	0
1436893591000	1	1	1	1	1	1	0	0	0	0	1	0	1	1	0	0	0	0	1
1436893592000	1	1	1	1	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
1436893593000	1	1	1	0	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
1436893594000	1	1	1	0	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
1436893595000	1	1	1	1	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
1436893596000	1	1	0	0	1	1	0	0	1	0	1	0	0	1	0	0	0	0	0
1436893597000	1	1	1	1	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
1436893598000	1	1	1	1	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
1436893599000	1	1	1	0	1	1	0	0	1	0	0	0	1	1	0	0	0	0	1
1436893600000	1	1	1	1	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
1436893601000	1	1	0	0	1	1	0	0	0	0	1	0	0	1	0	0	0	0	0
1436893602000	1	1	1	1	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
1436893603000	1	1	1	1	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
1436893604000	1	1	1	0	1	1	0	0	1	0	1	0	0	1	0	0	0	0	1
1436893605000	1	1	0	0	1	0	0	0	0	0	1	0	1	1	0	0	0	0	1
1436893606000	1	1	1	1	1	1	0	0	1	0	0	0	1	1	0	0	0	0	0
1436893607000	1	1	1	1	1	1	0	0	1	0	0	0	1	1	0	0	0	0	1
1436893608000	1	1	1	0	1	1	0	0	1	0	1	0	1	1	0	0	0	0	0
1436893609000	1	1	1	0	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
1436893610000	1	1	1	0	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
1436893611000	1	1	1	0	1	1	0	0	0	0	1	0	0	1	0	0	0	0	0
1436893612000	1	1	1	1	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
1436893613000	1	1	1	0	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
1436893614000	1	1	1	1	1	1	0	0	1	0	1	0	1	1	0	0	0	0	0
1436893615000	1	1	1	1	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
1436893616000	1	1	1	1	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
1436893617000	1	1	0	1	1	1	0	0	0	0	0	0	1	1	0	0	0	0	0
1436893618000	1	1	1	1	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
1436893619000	1	1	1	0	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
1436893620000	1	1	1	0	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
1436893621000	1	1	0	0	1	1	0	0	1	0	0	0	1	1	0	0	0	0	0
1436893622000	1	1	1	1	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
1436893623000	1	1	1	1	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
1436893624000	1	1	1	0	1	1	0	0	1	0	1	0	1	1	0	0	0	0	0
1436893625000	1	1	1	1	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
1436893626000	1	1	1	1	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
1436893627000	1	1	1	1	1	1	1	0	1	1	1	0	1	1	0	0	0	0	1
1436893628000	1	1	1	0	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
1436893629000	1	1	1	0	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
1436893630000	1	1	1	1	0	1	0	0	1	0	1	0	1	1	0	0	0	0	0
1436893631000	1	1	1	0	1	1	0	0	0	0	1	0	0	1	0	0	0	0	0
1436893632000	1	1	0	0	1	1	0	0	0	0	1	0	1	1	0	0	0	0	1
1436893633000	1	1	1	0	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
1436893634000	1	1	1	1	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
1436893635000	1	1	1	1	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
1436893636000	1	1	1	1	1	1	0	0	1	1	1	0	1	1	0	0	0	0	1
1436893637000	1	1	1	0	1	1	0	0	1	0	1	0	1	1	0	0	0	0	0
1436893638000	1	1	1	0	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
1436893639000	1	1	1	0	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
1436893640000	1	1	1	0	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
1436893641000	1	1	1	0	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
1436893642000	1	1	1	0	1	1	0	0	1	0	0	0	1	1	0	0	0	0	1
1436893643000	1	1	1	0	1	1	0	0	0	0	0	0	1	1	0	0	0	0	1
1436893644000	1	1	0	0	1	0	0	0	0	0	1	0	1	1	0	0	0	0	1
1436893645000	1	1	1	0	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
1436893646000	1	1	1	1	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
1436893647000	1	1	1	1	1	1	1	0	1	1	1	0	1	1	0	0	1	0	1
1436893648000	1	1	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0
1436893649000	1	1	1	1	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
1436893650000	1	1	1	1	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
1436893651000	1	1	1	0	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
1436893652000	1	1	1	0	1	1	0	0	0	0	1	0	1	0	0	0	0	0	0
1436893653000	1	1	1	1	1	1	0	0	1	0	1	0	1	1	0	0	0	0	0
1436893654000	1	1	1	0	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
1436893655000	1	1	1	0	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
1436893656000	1	1	1	1	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
1436893657000	1	1	1	1	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
1436893658000	0	1	1	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	1
1436893659000	1	1	1	1	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
1436893660000	1	1	1	0	1	1	0	0	1	0	0	0	1	1	0	0	0	0	0
1436893661000	1	1	0	0	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
1436893662000	1	1	1	0	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
1436893663000	1	1	0	0	1	1	0	0	1	0	0	0	1	1	0	0	0	0	1
1436893664000	1	1	1	1	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
1436893665000	1	1	1	0	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
1436893666000	1	1	1	1	1	1	1	1	1	1	1	0	1	1	0	0	1	1	1
1436893667000	1	1	1	0	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
1436893668000	1	1	1	1	1	1	0	0	0	0	1	0	1	1	0	0	0	0	1
1436893669000	1	1	1	1	1	1	0	0	1	0	0	0	1	1	0	0	0	0	0
1436893670000	1	1	1	0	1	1	0	0	1	0	1	0	1	1	0	0	0	0	0
1436893671000	1	1	1	0	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
1436893672000	1	1	1	0	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
1436893673000	1	1	0	0	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
1436893674000	1	1	1	0	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
1436893675000	1	1	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0
1436893676000	1	1	1	0	1	1	0	0	1	0	1	0	0	1	0	0	0	0	1
1436893677000	1	1	1	1	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
1436893678000	1	1	1	0	1	1	0	0	1	0	1	0	1	1	0	0	0	0	0
1436893679000	1	1	0	0	1	1	0	0	1	0	1	0	1	0	0	0	0	0	0
1436893680000	1	1	1	1	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
1436893681000	1	1	0	0	1	1	0	0	1	0	0	0	1	1	0	0	0	0	1
1436893682000	1	1	1	0	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
1436893683000	1	1	0	0	1	1	0	0	0	0	0	0	1	1	0	0	0	0	0
1436893684000	1	1	1	0	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
1436893685000	1	1	1	1	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
1436893686000	1	1	1	0	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
1436893687000	1	1	1	1	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
1436893688000	1	1	1	1	1	1	0	0	1	0	1	0	1	1	0	0	0	0	0
1436893689000	1	1	1	1	1	1	1	0	1	1	1	0	1	1	0	0	0	0	1
1436893690000	1	1	1	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	1
1436893691000	1	1	1	0	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
1436893692000	1	1	0	1	1	1	0	0	1	0	0	0	1	1	0	0	0	0	0
1436893693000	1	1	1	0	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
1436893694000	1	1	0	0	1	1	0	0	1	0	0	0	1	1	0	0	0	0	0
1436893695000	1	1	1	0	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
1436893696000	1	1	1	1	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
1436893697000	1	1	1	0	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
1436893698000	1	1	1	1	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
1436893699000	1	1	1	1	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
1436893700000	1	1	1	1	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
1436893701000	1	1	1	0	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
1436893702000	1	1	1	1	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
1436893703000	1	1	1	0	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
1436893704000	1	1	1	1	1	1	0	0	1	0	0	0	1	1	0	0	0	0	0
1436893705000	1	1	1	0	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
1436893706000	0	1	1	0	1	1	0	0	1	0	0	0	1	1	0	0	0	0	0
1436893707000	1	1	1	0	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
1436893708000	1	1	1	1	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
1436893709000	1	1	1	0	1	1	0	0	1	0	1	0	1	1	0	0	0	0	0
1436893710000	0	1	0	0	1	1	0	0	1	0	0	0	1	1	0	0	0	0	1
1436893711000	1	1	1	1	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
1436893712000	0	1	1	0	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
1436893713000	1	1	1	0	1	1	0	0	0	0	1	0	1	1	0	0	0	0	1
1436893714000	1	1	1	0	1	1	0	0	1	0	1	0	1	1	0	0	0	0	0
1436893715000	1	1	1	0	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
1436893716000	1	1	1	0	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
1436893717000	1	1	1	0	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
1436893718000	1	1	1	1	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
1436893719000	1	1	1	1	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
1436893720000	1	1	1	1	1	1	0	0	1	0	0	0	1	1	0	0	0	0	1
1436893721000	1	1	0	0	1	1	0	0	1	0	1	0	0	0	0	0	0	0	0
1436893722000	1	1	0	0	1	1	0	0	1	0	0	0	0	1	0	0	0	0	0
1436893723000	1	1	1	1	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
1436893724000	1	1	0	0	1	1	0	0	1	0	1	0	0	1	0	0	0	0	0
1436893725000	1	1	1	1	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
1436893726000	1	1	1	0	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
1436893727000	1	1	1	0	1	1	0	0	1	0	1	0	0	1	0	0	0	0	1
1436893728000	1	0	0	0	1	1	0	0	0	0	1	0	1	1	0	0	0	0	0
1436893729000	1	1	0	0	1	1	0	0	1	0	0	0	1	1	0	0	0	0	1
1436893730000	1	1	1	1	1	1	0	0	1	0	0	0	1	1	0	0	0	0	1
1436893731000	1	1	1	0	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
1436893732000	1	1	1	0	1	1	0	0	0	0	1	0	1	1	0	0	0	0	0
1436893733000	1	1	0	0	1	1	0	0	1	0	1	0	0	1	0	0	0	0	0
1436893734000	1	1	1	1	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
1436893735000	1	1	1	0	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
1436893736000	1	1	0	1	1	1	0	0	1	0	0	0	1	1	0	0	0	0	1
1436893737000	1	1	1	0	1	1	0	0	1	0	1	0	1	1	0	0	0	0	0
1436893738000	1	1	1	1	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
1436893739000	1	1	1	1	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
1436893740000	1	1	1	0	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
1436893741000	1	1	1	1	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
1436893742000	1	1	1	0	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
1436893743000	1	1	1	1	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
1436893744000	1	1	1	0	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
1436893745000	1	1	0	1	1	1	0	0	1	0	1	0	1	1	0	0	0	0	0
1436893746000	1	1	1	1	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
